업체명,업종,평점,방문자리뷰,블로그리뷰,주소,영업시간,전화번호,필터,URL,위도,경도
더몽,중식당,4.43,545,163,서울 용산구 이촌로77길 19 더몽,오늘 휴무,0507-1480-0032,"넓은, 혼밥, 회식, 가족모임",https://tinyurl.com/26lhtw47,37.5205265,126.9747374
아티제 동부이촌본점,카페,,282,36,서울 용산구 이촌로 278-1 1~2층,영업 중,02-797-2155,넓은,https://tinyurl.com/2dnosq2w,37.5185281,126.9776007
쉐이크쉑 용산 아이파크몰점,햄버거,4.47,"13,013","1,328",서울 용산구 한강대로23길 55 아이파크몰 1층,영업 중,02-2012-3802,넓은,https://tinyurl.com/2df5upj9,37.5297718,126.9647415
더보일러스,양식,4.5,"1,823",608,서울 용산구 청파로 112 나진상가 15동 지하1층,영업 전,0507-1408-7502,"넓은, 회식",https://tinyurl.com/24x2udpa,37.5329193,126.9639594
뚜스뚜스 흑석역점,브런치,4.34,"3,610",387,서울 동작구 현충로 75 원불교기념관 1층,영업 중,0507-1426-9027,넓은,https://tinyurl.com/273w6jrm,37.5095056,126.9636706
아웃백스테이크하우스 용산 아이파크몰점,패밀리레스토랑,,"3,730",841,서울 용산구 한강대로23길 55 용산역 용산아이파크몰 더 센터 7층,영업 중,02-2012-0751,"넓은, 회식",https://tinyurl.com/22rgmrwm,37.5297718,126.9647415
콘타이 용산아이파크몰점,태국음식,4.32,"5,193",401,서울 용산구 한강대로23길 55 용산현대아이파크몰 리빙파크 7층,브레이크타임,02-2012-1610,넓은,https://tinyurl.com/2xsbbhhw,37.5297718,126.9647415
경천사탑 두레,한식,,"1,079",116,서울 용산구 서빙고로 137,영업 중,02-790-2919,넓은,https://tinyurl.com/23k7gtgp,37.5240867,126.9803881
63뷔페 파빌리온,뷔페,4.51,"13,384","3,662","서울 영등포구 63로 50 한화금융센터63,GF",오늘 휴무,02-789-5731,"넓은, 회식",https://tinyurl.com/27r8dhzq,37.5198083,126.9395874
고메이플레이스 국립중앙박물관 푸드코트,한식,,"2,646",92,서울 용산구 서빙고로 137 국립중앙박물관,영업 중,02-792-7308,넓은,https://tinyurl.com/2yzueaml,37.5244365,126.9798034
플레이보6,한식,4.13,"1,462",2,서울 영등포구 63로 50,,02-3400-7500,넓은,https://tinyurl.com/2ytpcj7n,37.5198158,126.9403139
진주식당,생선회,,"1,485",391,서울 동작구 노들로 674 노량진수산물도매시장 5층 진주식당,영업 중,0507-1356-7941,"넓은, 회식",https://tinyurl.com/2cmt8j4m,37.5151459,126.9393429
백소정 마포점,일식당,,"3,860",72,서울 마포구 토정로35길 26 2층,브레이크타임,02-6953-5660,넓은,https://tinyurl.com/29zwwd2a,37.5407549,126.9446669
롯데리아 노량진점,햄버거,4.35,"5,846",118,서울 동작구 장승배기로 171 아이비빌딩 1층,영업 중,02-821-0308,넓은,https://tinyurl.com/26dd3qnx,37.5129612,126.9399843
바토스 이태원점,"멕시코,남미음식",4.33,"2,617","3,523",서울 용산구 이태원로15길 1 2층,브레이크타임,02-797-8226,넓은,https://tinyurl.com/25c3bom7,37.534521,126.9902185
돌삼레스토랑,한식,4.66,840,52,서울 용산구 한강대로62길 26 1층 돌삼,브레이크타임,0507-1336-8156,넓은,https://tinyurl.com/24e7pg8a,37.5337573,126.973558
신기소플러스 용산아이파크몰점,"우동,소바",3.98,"2,277",173,서울 용산구 한강대로23길 55 아이파크몰 6층,영업 중,02-2012-0416,넓은,https://tinyurl.com/26nml7gl,37.5298108,126.9652045
KFC 노량진역,햄버거,4.39,"3,789",104,서울 동작구 노량진로 151,영업 중,02-811-1681,넓은,https://tinyurl.com/2c6jm898,37.5140271,126.9430469
홍대개미 용산아이파크몰점,덮밥,,"3,898",174,서울 용산구 한강대로23길 55 7층 홍대개미,영업 중,02-2012-0715,넓은,https://tinyurl.com/24pcjk6u,37.5297718,126.9647415
니뽕내뽕 용산아이파크몰점,중식당,4.41,"3,669",354,서울 용산구 한강대로23길 55 아이파크몰 서관6층,영업 중,0507-1316-0663,넓은,https://tinyurl.com/2b7xgjzd,37.5304487,126.9644466
충남식당,생선회,4.08,569,55,서울 동작구 노들로2길 9-3,24시간 영업,02-2254-8467,넓은,https://tinyurl.com/286zd72u,37.5143062,126.9393581
곱 마포직영점,"곱창,막창,양",4.45,"5,425","2,847",서울 마포구 도화길 31-1,영업 전,0507-1324-5201,"넓은, 회식",https://tinyurl.com/2youg7oe,37.5410047,126.9493851
팀호완 용산점,"딤섬,중식만두",4.36,"3,892","2,064",서울 용산구 한강대로23길 55 아이파크몰 패션파크 1층,브레이크타임,0507-1301-3082,넓은,https://tinyurl.com/2c4t2rwa,37.5299778,126.9660741
더백테라스,햄버거,4.48,"1,137",851,서울 용산구 한강대로40길 26 3층,곧 브레이크타임,0507-1392-3341,넓은,https://tinyurl.com/2auyjaa4,37.5299901,126.9706429
오근내2닭갈비,닭요리,4.39,"2,656","1,622",서울 용산구 한강대로11길 13 용일빌딩,곧 브레이크타임,02-798-0131,넓은,https://tinyurl.com/2an67n3c,37.52513,126.962841
수산회관,"매운탕,해물탕",4.09,796,65,서울 동작구 노들로 674 노량진수산시장2층(수협은행 옆),영업 중,02-2254-7919,"넓은, 회식",https://tinyurl.com/24pn6op9,37.5149748,126.9371644
라공방 용산아이파크몰점,마라탕,,996,206,서울 용산구 한강대로23길 55 아이파크몰 테이스트파크 6층 3003호,영업 중,0507-1477-0618,넓은,https://tinyurl.com/222hkq3e,37.5297718,126.9647415
놀부보쌈&부대찌개 용산역사아이파크몰점,"족발,보쌈",4.11,"2,309",218,서울 용산구 한강대로23길 55 현대아이파크몰,영업 중,02-2012-0400,넓은,https://tinyurl.com/27e56a46,37.5299174,126.9651347
오오도리,일본식라면,,89,137,서울 용산구 녹사평대로54길 12 1층(이태원동),오늘 휴무,0507-1390-5591,넓은,https://tinyurl.com/22xrycqg,37.5391754,126.987896
롯데리아 용산역사점,햄버거,4.3,"6,726",102,서울 용산구 한강대로23길 55 용산아이파크몰점 테이스트파크 4층,영업 중,02-2012-0430,"넓은, 혼밥",https://tinyurl.com/2ynhgvws,37.5303578,126.9645761
매드포갈릭 용산아이파크몰점,이탈리아음식,,"2,896",725,서울 용산구 한강대로23길 55 용산아이파크몰 TASTE PARK 5층,영업 중,02-2012-0526,"넓은, 회식",https://tinyurl.com/29mopb7z,37.5303248,126.9644154
신라마라탕 용산아이파크몰점,중식당,,"2,412",328,서울 용산구 한강대로23길 55 아이파크몰 테이스트파크 4층 2-2호,영업 중,02-2012-0469,넓은,https://tinyurl.com/2yj8yf8x,37.5297718,126.9647415
백소정 중앙대점,일식당,4.82,"1,601",285,서울 동작구 흑석로9길 2 2층,브레이크타임,0507-1421-6221,넓은,https://tinyurl.com/2bfypyfg,37.5076227,126.9601393
더 파운틴,양식,4.45,583,361,서울 용산구 이태원로23길 16-5,영업 전,0507-1415-8813,넓은,https://tinyurl.com/22h3knlu,37.5352231,126.9929228
양궈푸마라탕 중앙대점,마라탕,,"1,076",36,서울 동작구 흑석로9길 4 1층,곧 브레이크타임,0507-1375-9779,넓은,https://tinyurl.com/282jhrte,37.5076553,126.9599525
원당감자탕 마포점,감자탕,,"2,198",246,서울 마포구 도화길 35,24시간 영업,0507-1325-7612,넓은,https://tinyurl.com/2bk6h8ca,37.5411699,126.9496048
아그라 용산아이파크몰점,인도음식,,"2,447",874,서울 용산구 한강대로23길 55 HDC아이파크몰 리빙파크 7층,영업 중,0507-1342-1790,넓은,https://tinyurl.com/22pmzo5k,37.5297718,126.9647415
해운대식당,생선회,4.11,843,51,서울 동작구 노들로 674,영업 중,0507-1399-0958,"넓은, 회식",https://tinyurl.com/226cvepq,37.5149748,126.9371644
팔각도 노량진역점,닭갈비,,"1,008",190,서울 동작구 만양로18길 10 1층,영업 전,0507-1378-8316,넓은,https://tinyurl.com/2ddpvgrn,37.5131216,126.9448574
교촌치킨 신용산역점,"치킨,닭강정",4.4,810,79,서울 용산구 한강대로40길 13,영업 중,02-792-8722,넓은,https://tinyurl.com/2a9tmapb,37.5303667,126.9699848
45년의정부부대찌개,45년의정부부대찌개,4.32,329,23,서울 동작구 흑석로 94,,02-821-9555,넓은,https://tinyurl.com/2a6fgh5f,37.5073333,126.9600595
153구포국수 노량진역점,국수,,339,23,서울 동작구 노량진로 154 1층,영업 중,0507-1427-1537,넓은,https://tinyurl.com/25dndefy,37.5134485,126.9429781
경아식당 노량진점,"찌개,전골",,822,"1,914",서울 동작구 만양로18길 10 2층 경아식당,오늘 휴무,0507-1422-7292,넓은,https://tinyurl.com/26rx9ajd,37.5131372,126.9447065
양자강,중식당,4.33,814,54,서울 영등포구 63로 36 리버타워 지하1층 B105,영업 중,02-784-8844,넓은,https://tinyurl.com/27ub3xo9,37.5196148,126.938528
색동저고리,한정식,4.28,"2,160","1,217",서울 마포구 도화길 27,영업 중,02-711-1211,"넓은, 회식, 가족모임",https://tinyurl.com/27xskuq5,37.5408943,126.9489793
능라도,냉면,4.18,972,426,서울 마포구 마포대로 25 대농빌딩,영업 중,02-717-0304,넓은,https://tinyurl.com/25yn9kbf,37.539287,126.9448344
낙지한마리수제비상도,한식,4.3,"2,172",293,서울 동작구 상도로31길 19 브라운스톤상가 1층,영업 중,0507-1307-4913,넓은,https://tinyurl.com/27doyfyn,37.5054383,126.9439482
김태완스시 마포본점,"초밥,롤",4.43,"2,448",235,서울 마포구 삼개로 7 1층,영업 중,0507-1386-7112,넓은,https://tinyurl.com/28w5mz2t,37.5397344,126.9477173
닥터로빈 흑석점,이탈리아음식,4.39,"1,890",453,"서울 동작구 현충로 124 1F, 2F",영업 중,02-3280-3103,넓은,https://tinyurl.com/2b8kz9b7,37.5061925,126.9671585
현선이네 용산본점,떡볶이,4.42,"5,396","2,209",서울 용산구 한강대로39길 2-13,브레이크타임,0507-1361-8901,넓은,https://tinyurl.com/2cf22z8r,37.5311551,126.9692251
등촌샤브칼국수 마포점,"칼국수,만두",,"1,300",249,서울 마포구 도화2길 8 2층,곧 브레이크타임,0507-1371-0714,넓은,https://tinyurl.com/2a9yckkc,37.5400452,126.9487545
WangThai,태국음식,4.57,591,639,서울 용산구 이태원로 151,오늘 휴무,02-749-2746,넓은,https://tinyurl.com/22ww26es,37.5345003,126.990646
깐부치킨 용산푸르지오써밋점,"치킨,닭강정",4.15,622,56,서울 용산구 한강대로 69 용산푸르지오 써밋 상가동 1층 112호,영업 중,0507-1345-9226,넓은,https://tinyurl.com/2aghvgus,37.5275235,126.9654909
거울못식당,양식,,302,114,서울 용산구 서빙고로 137,곧 브레이크타임,0507-1332-8926,넓은,https://tinyurl.com/28732pmh,37.5229215,126.9801639
이천면옥함흥냉면,냉면,4.28,"1,003",65,서울 용산구 이촌로 105,영업 중,0507-1403-7558,넓은,https://tinyurl.com/29brxla6,37.523883,126.9596739
가락돈까스,한식,,154,14,서울 동작구 장승배기로 75 지하1층,브레이크타임,02-812-5882,넓은,https://tinyurl.com/2c74bqss,37.5043689,126.9389513
오준이네감자탕 신용산점,감자탕,,810,"1,147",서울 용산구 한강대로 120 1층,영업 중,0507-1343-8363,넓은,https://tinyurl.com/243kkuta,37.5304035,126.9694334
내가찜한닭 노량진점,찜닭,4.49,829,87,서울 동작구 노량진로16길 14,영업 중,02-812-7770,넓은,https://tinyurl.com/22vtn28l,37.5129984,126.9436615
꿈꾸는메밀,막국수,,"2,102","3,304",서울 용산구 한강대로23길 55 용산역 아이파크몰 더 센터 7층,영업 중,02-2012-0735,넓은,https://tinyurl.com/2bznx93k,37.5294537,126.965496
장사랑더하기 용산점,한식,4.26,"1,297",102,서울 용산구 한강대로23길 55 아이파크몰 7층,,02-2012-1616,넓은,https://tinyurl.com/22han4n5,37.5297718,126.9647415
오리지널팬케이크하우스 이태원점,양식,4.37,989,974,서울 용산구 이태원로 153 덕흥빌딩 1층,오늘 휴무,02-795-7481,넓은,https://tinyurl.com/268qy5cq,37.534496,126.9910237
Korea Town Plaza,한식,,111,260,서울 용산구 회나무로 41 1층,브레이크타임,0507-1484-9028,넓은,https://tinyurl.com/29avnv57,37.5397972,126.9911673
현래장,중식당,,"1,190",464,서울 마포구 마포대로 20 다보빌딩 지하1층 현래장,영업 중,0507-1345-0730,"넓은, 회식",https://tinyurl.com/22ytdgwn,37.538375,126.9449196
양촌리 마포점,정육식당,,"1,145",396,서울 마포구 토정로 304 1층,24시간 영업,0507-1463-0461,넓은,https://tinyurl.com/2cp4hzy7,37.5403013,126.9427047
왕가밀,"족발,보쌈",4.36,746,232,서울 마포구 도화길 24-1,영업 중,02-702-7787,넓은,https://tinyurl.com/2cvwt57w,37.5404928,126.9488194
펍피맥 신용산점,피자,4.36,515,186,서울 용산구 한강대로40길 30,영업 전,02-6405-2085,넓은,https://tinyurl.com/2yptaldh,37.5300899,126.9709495
구월,생선회,,325,358,"서울 동작구 노량진로 147 1층 , 지하1층",영업 전,0507-1391-1640,넓은,https://tinyurl.com/27ncbjok,37.5138503,126.9422776
장독대김치찜김치찌개 용산점,"찌개,전골",,"1,018",202,서울 용산구 한강대로23길 55 4층 004-002호,영업 중,02-2012-0422,넓은,https://tinyurl.com/2y8oekd4,37.5297718,126.9647415
제주은희네해장국 마포용강점,해장국,4.47,837,196,서울 마포구 토정로 320 2층,영업 중,02-3272-1516,넓은,https://tinyurl.com/2bqrqehr,37.5393995,126.943986
시그니처랩 용산아이파크몰점,양식,,"2,499",820,서울 용산구 한강대로23길 55 아이파크몰 리빙파크 7층,영업 중,0507-1305-3585,넓은,https://tinyurl.com/27sh3qle,37.5297718,126.9647415
서울드래곤시티 푸드익스체인지,뷔페,4.38,"2,759",886,서울 용산구 청파로20길 95 노보텔 앰배서더 서울 용산 2F,브레이크타임,02-2223-7718,"넓은, 회식",https://tinyurl.com/24s2xe5v,37.5318505,126.9630095
한쿡,"순대,순댓국",4.25,685,23,서울 동작구 흑석로 102,,02-6166-7979,넓은,https://tinyurl.com/2973d9fs,37.5067481,126.9607839
포메인 용산직영점,베트남음식,,141,15,"서울 용산구 서빙고로 17 몰동 1층(한강로3가, 센트럴파크)",영업 중,02-794-9203,넓은,https://tinyurl.com/25z6vc84,37.5257665,126.9678526
가족회관 아이파크몰점,한식,4.28,"3,108",56,서울 용산구 한강대로23길 55 아이파크몰 7층,영업 중,02-2012-3510,넓은,https://tinyurl.com/27rlr3gf,37.5297718,126.9647415
도쿄이찌바 용산이마트점,일식당,4.34,"3,968",47,서울 용산구 한강대로23길 55,,02-2012-1234,넓은,https://tinyurl.com/2btdmhwo,37.5297717,126.9647415
울라레스토랑,양식,,667,513,서울 마포구 마포대로4다길 31 아리수빌딩 8층,영업 전,,넓은,https://tinyurl.com/24pg4aoy,37.5356484,126.9442679
소담,한식,3.98,461,10,"서울 동작구 흑석로 102 지하1층 B105호(흑석동,중앙대병원)",영업 중,02-822-1456,넓은,https://tinyurl.com/27tcdgqd,37.5301649,126.970243
한강로칼국수용산아이파크몰점,"칼국수,만두",,274,200,서울 용산구 한강대로23길 55 용산역,영업 중,,넓은,https://tinyurl.com/237yg7ms,37.5297717,126.9647415
피에프창 용산아이파크몰점,아시아음식,,140,90,서울 용산구 한강대로23길 55 리빙파크 7층,영업 중,02-2012-3588,넓은,https://tinyurl.com/25u726bn,37.5286997,126.9646557
기와,한정식,3.94,"1,131",797,서울 용산구 한강대로21나길 40 드래곤힐스파 1층 기와한정식,브레이크타임,02-710-7777,"넓은, 회식",https://tinyurl.com/2a2fow2v,37.5281258,126.9644686
포베이 용산전자랜드점,베트남음식,4.3,346,20,서울 용산구 청파로 74 전자랜드(신관),영업 중,02-711-1110,넓은,https://tinyurl.com/2xkcok8w,37.5326241,126.9584443
사계절카레 이마트용산점,카레,4.12,406,4,서울 용산구 한강대로23길 55,,,넓은,https://tinyurl.com/2bkud244,37.5297717,126.9647415
라이너스바베큐,양식,4.32,"1,147","2,311",서울 용산구 이태원로 136-13,브레이크타임,02-790-2920,넓은,https://tinyurl.com/2bcbfyke,37.5336147,126.9896894
낙원타코 용산아이파크몰점,"멕시코,남미음식",,"2,023","1,005",서울 용산구 한강대로23길 55 용산아이파크몰 테이스트파크 5층,영업 중,0507-1444-0521,넓은,https://tinyurl.com/24394keu,37.529891,126.9641675
치히로 서울용산점,일식당,,"3,389","1,220",서울 용산구 한강대로62길 42-1 1층,오늘 휴무,0507-1327-1686,넓은,https://tinyurl.com/2alb7dd9,37.5329593,126.9734346
최강쭈꾸미,주꾸미요리,,398,8,"서울 동작구 만양로16길 8 1층, 2층 최강쭈꾸미",영업 전,0507-1333-1993,넓은,https://tinyurl.com/2bmkwfe2,37.5117542,126.9448008
프레퍼스 다이어트 푸드 노량진점,"다이어트,샐러드",,"3,888",213,서울 동작구 노량진로 152 1층,24시간 영업,02-826-2183,"넓은, 혼밥",https://tinyurl.com/292y9k74,37.5134728,126.9428075
호천당 용산점,돈가스,4.4,625,92,서울 용산구 청파로 74 전자랜드 6층 호천당,영업 중,02-702-0791,넓은,https://tinyurl.com/234z8lty,37.5327779,126.9595697
이태원회관,한식,,403,334,서울 용산구 이태원로 164-1 2층 1호,오늘 휴무,0507-1398-6599,넓은,https://tinyurl.com/26m582bu,37.5341721,126.9922396
아비꼬 용산 아이파크점,카레,4.17,"1,948",247,서울 용산구 한강대로23길 55 현대아이파크몰 서관 7층,영업 중,02-2012-0727,넓은,https://tinyurl.com/2ceggqq6,37.5300928,126.9642111
포베이 신용산점,베트남음식,4.28,453,44,서울 용산구 한강대로30길 25 아스테리움 지하 1층,영업 중,02-790-2240,넓은,https://tinyurl.com/22zmq7zn,37.5272212,126.9686377
고향집,한식,,362,2,서울 용산구 한강대로23길 55,,,넓은,https://tinyurl.com/2bb2xgcw,37.5297718,126.9647415
마라홀릭 마라탕 노량진점,중식당,,"2,172",59,서울 동작구 노량진로14가길 6 1층,영업 중,0507-1374-7718,넓은,https://tinyurl.com/2anfvlpn,37.5124238,126.9428037
한촌설렁탕 용산아이파크몰점,"곰탕,설렁탕",4.23,"1,798",115,서울 용산구 한강대로23길 55 용산역. 동관 4층,영업 중,02-2012-0455,넓은,https://tinyurl.com/26esok2m,37.5304233,126.9651823
